"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","18","15","560","59","11.9","2.4","70.173","12.356","2395.094","2094.792"
"1","18","16","134","27","10.6","2.6","29.91","9.674","1199.082","921.889"
"1","18","17","0","0","9.4","2.8","0","9.4","0","0"
"1","18","18","0","0","8.1","2.9","0","8.1","0","0"
"1","18","19","0","0","6.9","3.1","0","6.9","0","0"
"1","18","20","0","0","6.6","2.9","0","6.6","0","0"
"1","18","21","0","0","6.3","2.8","0","6.3","0","0"
"1","18","22","0","0","6","2.6","0","6","0","0"
"1","18","23","0","0","5.7","2.8","0","5.7","0","0"
"1","19","0","0","0","5.4","2.9","0","5.4","0","0"
"1","19","1","0","0","5.1","3.1","0","5.1","0","0"
"1","19","2","0","0","4.8","3.4","0","4.8","0","0"
"1","19","3","0","0","4.6","3.8","0","4.6","0","0"
"1","19","4","0","0","4.3","4.1","0","4.3","0","0"
"1","19","5","0","0","4.5","3.6","0","4.5","0","0"
"1","19","6","0","0","4.8","3.1","0","4.8","0","0"
"1","19","7","175","39","5","2.6","174.476","7.563","8463.281","8029.345"
"1","19","8","513","86","8","2.4","517.49","20.106","23788.375","22895.047"
"1","19","9","760","75","11","2.3","801.873","31.392","34962.102","33623.73"
"1","19","10","836","81","14","2.1","829.235","36.343","35244.078","33893.277"
"1","19","11","855","88","14.5","2.8","750.01","33.178","32206.951","30986.941"
"1","19","12","846","89","15.1","3.4","595.259","28.961","25594.912","24635.924"
"1","19","13","805","85","15.6","4.1","389.95","23.85","16066.402","15426.381"
"1","19","14","597","111","14.9","3.2","175.7","18.41","6418.839","6032.985"
"1","19","15","328","90","14.1","2.4","81.209","14.904","3248.844","2931.396"
"1","19","16","0","27","13.4","1.5","20.716","12.142","988.55","715.315"
"1","19","17","0","0","12.7","1.7","0","12.7","0","0"
"1","19","18","0","0","12","1.9","0","12","0","0"
"1","19","19","0","0","11.3","2.1","0","11.3","0","0"
"1","19","20","0","0","11.3","2.1","0","11.3","0","0"
"1","19","21","0","0","11.3","2.1","0","11.3","0","0"
"1","19","22","0","0","11.3","2.1","0","11.3","0","0"
"1","19","23","0","0","11.3","1.4","0","11.3","0","0"
"1","20","0","0","0","11.2","0.7","0","11.2","0","0"
"1","20","1","0","0","11.2","0","0","11.2","0","0"
"1","20","2","0","0","11.1","0","0","11.1","0","0"
"1","20","3","0","0","10.9","0","0","10.9","0","0"
"1","20","4","0","0","10.8","0","0","10.8","0","0"
"1","20","5","0","0","10.5","0.5","0","10.5","0","0"
"1","20","6","0","0","10.3","1","0","10.3","0","0"
"1","20","7","0","31","10","1.5","26.541","8.482","1287.057","1008.2"
"1","20","8","21","116","10.9","1.3","128.051","12.676","6094.647","5716.132"
"1","20","9","50","188","11.9","1.2","238.353","17.705","11091.037","10590.736"
"1","20","10","47","248","12.8","1","281.156","20.825","12895.411","12346.566"
"1","20","11","113","277","13.6","1","337.221","23.601","15241.202","14625.628"
"1","20","12","164","280","14.5","1","344.165","24.98","15353.416","14734.547"
"1","20","13","215","244","15.3","1","279.075","23.772","12212.442","11682.256"
"1","20","14","106","180","15","1","154.677","19.173","6843.753","6448.161"
"1","20","15","4","94","14.6","1","69.657","15.302","3270.031","2952.151"
"1","20","16","0","12","14.3","1","9.181","12.485","437.464","174.431"
"1","20","17","0","0","13.5","1.2","0","13.5","0","0"
"1","20","18","0","0","12.7","1.3","0","12.7","0","0"
"1","20","19","0","0","11.9","1.5","0","11.9","0","0"
"1","20","20","0","0","11.9","1.7","0","11.9","0","0"
"1","20","21","0","0","12","1.9","0","12","0","0"
"1","20","22","0","0","12","2.1","0","12","0","0"
"1","20","23","0","0","11.5","1.7","0","11.5","0","0"
"1","21","0","0","0","11","1.4","0","11","0","0"
"1","21","1","0","0","10.5","1","0","10.5","0","0"
"1","21","2","0","0","10.1","1.4","0","10.1","0","0"
"1","21","3","0","0","9.8","1.7","0","9.8","0","0"
"1","21","4","0","0","9.4","2.1","0","9.4","0","0"
"1","21","5","0","0","9.7","1.9","0","9.7","0","0"
"1","21","6","0","0","9.9","1.7","0","9.9","0","0"
"1","21","7","0","32","10.2","1.5","27.829","8.726","1348.096","1068.081"
"1","21","8","100","122","12.4","1.7","227.831","16.979","10632.375","10144.027"
"1","21","9","272","181","14.6","1.9","466.576","26.258","20858.607","20066.605"
"1","21","10","427","203","16.8","2.1","609.193","32.506","26405.863","25416.609"
"1","21","11","391","232","16.3","1.9","529.351","30.857","23054.855","22187.494"
"1","21","12","323","245","15.9","1.7","416.748","27.624","18261.826","17554.299"
"1","21","13","207","247","15.4","1.5","278.738","23.216","12247.123","11715.997"
"1","21","14","130","211","15.1","1","178.783","20.051","7856.134","7436.801"
"1","21","15","157","105","14.9","0.5","84.696","16.632","3659.747","3333.854"
"1","21","16","0","29","14.6","0","22.26","12.792","1059.19","784.63"
"1","21","17","0","0","13.7","0.5","0","13.7","0","0"
"1","21","18","0","0","12.9","1","0","12.9","0","0"
"1","21","19","0","0","12","1.5","0","12","0","0"
"1","21","20","0","0","11.7","1.9","0","11.7","0","0"
"1","21","21","0","0","11.3","2.2","0","11.3","0","0"
"1","21","22","0","0","11","2.6","0","11","0","0"
"1","21","23","0","0","10.5","2.4","0","10.5","0","0"
"1","22","0","0","0","9.9","2.3","0","9.9","0","0"
"1","22","1","0","0","9.4","2.1","0","9.4","0","0"
"1","22","2","0","0","9.1","2.1","0","9.1","0","0"
"1","22","3","0","0","8.8","2.1","0","8.8","0","0"
"1","22","4","0","0","8.5","2.1","0","8.5","0","0"
"1","22","5","0","0","8.8","2.3","0","8.8","0","0"
"1","22","6","0","0","9.2","2.4","0","9.2","0","0"
"1","22","7","73","42","9.5","2.6","101.789","10.21","4886.263","4534.414"
"1","22","8","386","96","11.8","2.6","441.586","21.466","20177.357","19408.002"
"1","22","9","569","127","14","2.6","690.853","30.688","30231.023","29092.422"
"1","22","10","739","109","16.3","2.6","787.148","35.884","33541.938","32265.283"
"1","22","11","608","163","15.8","3.4","648.073","30.914","28184.232","27126.898"
"1","22","12","293","262","15.4","4.3","414.79","24.038","18512.16","17796.707"
"1","22","13","69","231","14.9","5.1","208.85","18.291","9558.598","9097.623"
"1","22","14","17","193","14.4","3.9","155.658","16.783","7225.1","6820.655"
"1","22","15","15","107","13.8","2.7","79.204","14.447","3710.672","3383.724"
"1","22","16","0","23","13.3","1.5","17.684","11.939","844.653","574.104"
"1","22","17","0","0","12.5","1.3","0","12.5","0","0"
"1","22","18","0","0","11.6","1.2","0","11.6","0","0"
"1","22","19","0","0","10.8","1","0","10.8","0","0"
"1","22","20","0","0","10.2","0.7","0","10.2","0","0"
"1","22","21","0","0","9.6","0.3","0","9.6","0","0"
"1","22","22","0","0","9","0","0","9","0","0"
"1","22","23","0","0","8.6","0.9","0","8.6","0","0"
"1","23","0","0","0","8.2","1.7","0","8.2","0","0"
"1","23","1","0","0","7.8","2.6","0","7.8","0","0"
"1","23","2","0","0","7.8","2.1","0","7.8","0","0"
"1","23","3","0","0","7.9","1.5","0","7.9","0","0"
"1","23","4","0","0","7.9","1","0","7.9","0","0"
"1","23","5","0","0","8.3","0.7","0","8.3","0","0"
"1","23","6","0","0","8.6","0.3","0","8.6","0","0"
"1","23","7","0","33","9","0","28.762","6.02","1409.737","1128.551"
"1","23","8","20","119","10.6","0.3","130.508","12.983","6203.298","5822.332"
"1","23","9","49","191","12.1","0.7","240.299","18.786","11127.001","10625.756"
"1","23","10","45","251","13.7","1","282.046","21.757","12881.214","12332.761"
"1","23","11","85","258","13.9","3.4","296.481","19.863","13639.365","13069.801"
"1","23","12","47","279","14","5.8","264.99","17.943","12281.274","11749.224"
"1","23","13","45","246","14.2","8.2","211.305","16.526","9798.632","9331.612"
"1","23","14","50","182","14.5","8.2","151.238","15.905","6948.585","6550.57"
"1","23","15","13","110","14.7","8.2","81.279","15.033","3801.661","3472.822"
"1","23","16","0","24","15","8.2","18.459","14.357","872.22","601.157"
"1","23","17","0","0","13.4","6.7","0","13.4","0","0"
"1","23","18","0","0","11.7","5.1","0","11.7","0","0"
"1","23","19","0","0","10.1","3.6","0","10.1","0","0"
"1","23","20","0","0","10","2.4","0","10","0","0"
"1","23","21","0","0","9.8","1.2","0","9.8","0","0"
"1","23","22","0","0","9.7","0","0","9.7","0","0"
"1","23","23","0","0","9.5","0.3","0","9.5","0","0"
"1","24","0","0","0","9.4","0.7","0","9.4","0","0"
"1","24","1","0","0","9.2","1","0","9.2","0","0"
"1","24","2","0","0","9.3","0.7","0","9.3","0","0"
"1","24","3","0","0","9.4","0.3","0","9.4","0","0"
"1","24","4","0","0","9.5","0","0","9.5","0","0"
"1","24","5","0","0","9.3","0.5","0","9.3","0","0"
"1","24","6","0","0","9.1","1","0","9.1","0","0"
"1","24","7","27","41","8.9","1.5","63.266","8.488","3063.308","2749.633"
"1","24","8","123","119","10.3","1.5","241.388","15.575","11336.12","10829.367"
"1","24","9","80","203","11.6","1.5","283.984","18.876","13143.456","12587.749"
"1","24","10","67","241","13","1.5","289.245","20.597","13279.115","12719.635"
"1","24","11","70","268","13.3","1.3","295.172","21.421","13486.548","12921.273"
"1","24","12","70","266","13.6","1.2","266.89","21.068","12175.673","11646.481"
"1","24","13","47","246","13.9","1","212.129","19.86","9685.621","9221.453"
"1","24","14","17","197","13.4","1.9","161.152","16.664","7485.71","7075.153"
"1","24","15","13","112","13","2.7","82.838","13.743","3896.507","3565.69"
"1","24","16","0","25","12.5","3.6","19.233","11.477","920.487","648.524"
"1","24","17","0","0","12.1","4.5","0","12.1","0","0"
"1","24","18","0","0","11.6","5.3","0","11.6","0","0"
"1","24","19","0","0","11.2","6.2","0","11.2","0","0"
"1","24","20","0","0","11.1","5","0","11.1","0","0"
"1","24","21","0","0","10.9","3.8","0","10.9","0","0"
"1","24","22","0","0","10.8","2.6","0","10.8","0","0"
"1","24","23","0","0","10.4","2.6","0","10.4","0","0"
"1","25","0","0","0","9.9","2.6","0","9.9","0","0"
"1","25","1","0","0","9.5","2.6","0","9.5","0","0"
"1","25","2","0","0","9.3","1.7","0","9.3","0","0"
"1","25","3","0","0","9","0.9","0","9","0","0"
"1","25","4","0","0","8.8","0","0","8.8","0","0"
"1","25","5","0","0","8.9","0.3","0","8.9","0","0"
"1","25","6","0","1","9.1","0.7","0.802","6.181","39.27","0"
"1","25","7","129","43","9.2","1","145.72","11.508","6951.746","6553.658"
"1","25","8","472","96","9.3","1.8","516.442","22.294","23508.109","22624.748"
"1","25","9","705","99","9.5","2.6","794.771","29.039","35056.066","33713.563"
"1","25","10","410","217","14.7","3.1","595.316","29.131","26233.18","25250.41"
"1","25","11","655","172","13.3","2.8","696.179","30.151","30396.555","29251.246"
"1","25","12","781","127","11.9","2.6","604.271","27.241","26301.697","25316.359"
"1","25","13","408","213","15.1","4.1","337.636","22.23","14616.769","14019.356"
"1","25","14","350","175","14.7","4.1","193.719","18.131","7969.452","7547.415"
"1","25","15","298","101","14.2","4.1","95.761","15.173","3839.038","3509.42"
"1","25","16","45","37","13.8","4.1","33.69","13.193","1494.955","1212.144"
"1","25","17","0","0","13.2","3.6","0","13.2","0","0"
"1","25","18","0","0","12.5","3.1","0","12.5","0","0"
"1","25","19","0","0","11.9","2.6","0","11.9","0","0"
"1","25","20","0","0","11","1.7","0","11","0","0"
"1","25","21","0","0","10.2","0.9","0","10.2","0","0"
"1","25","22","0","0","9.3","0","0","9.3","0","0"
"1","25","23","0","0","8.9","1.4","0","8.9","0","0"
"1","26","0","0","0","8.6","2.7","0","8.6","0","0"
"1","26","1","0","0","8.2","4.1","0","8.2","0","0"
"1","26","2","0","0","8.1","2.7","0","8.1","0","0"
"1","26","3","0","0","8.1","1.4","0","8.1","0","0"
"1","26","4","0","0","8","0","0","8","0","0"
"1","26","5","0","0","8.3","0.7","0","8.3","0","0"
"1","26","6","0","1","8.7","1.4","0.802","6.311","39.248","0"
"1","26","7","132","44","9","2.1","149.514","11.058","7147.23","6744.602"
"1","26","8","391","99","11.3","2.4","460.934","21.842","21027.783","20230.104"
"1","26","9","407","174","13.5","2.8","582.347","27.29","25906.838","24936.266"
"1","26","10","388","231","15.8","3.1","592.411","29.628","26045.686","25069.934"
"1","26","11","642","177","16.4","2.9","692.216","32.883","29831.023","28708.549"
"1","26","12","772","130","16.9","2.8","603.26","31.718","25711.357","24748.053"
"1","26","13","827","85","17.5","2.6","409.878","27.74","16686.27","16027.551"
"1","26","14","743","79","16.4","2.4","188.293","20.737","6481.115","6093.841"
"1","26","15","569","66","15.3","2.2","95.065","16.572","3137.15","2821.977"
"1","26","16","157","36","14.2","2.1","45.073","13.787","1758.288","1470.423"
"1","26","17","0","0","13.2","1.9","0","13.2","0","0"
"1","26","18","0","0","12.1","1.7","0","12.1","0","0"
"1","26","19","0","0","11","1.5","0","11","0","0"
"1","26","20","0","0","10.6","2","0","10.6","0","0"
"1","26","21","0","0","10.2","2.6","0","10.2","0","0"
"1","26","22","0","0","9.8","3.1","0","9.8","0","0"
"1","26","23","0","0","9.5","2.1","0","9.5","0","0"
"1","27","0","0","0","9.3","1","0","9.3","0","0"
"1","27","1","0","0","9","0","0","9","0","0"
"1","27","2","0","0","9.3","0.9","0","9.3","0","0"
"1","27","3","0","0","9.5","1.7","0","9.5","0","0"
"1","27","4","0","0","9.8","2.6","0","9.8","0","0"
"1","27","5","0","0","10.1","2.1","0","10.1","0","0"
"1","27","6","0","1","10.3","1.5","0.802","8.001","38.961","0"
"1","27","7","0","36","10.6","1","31.915","9.06","1543.773","1260.029"
"1","27","8","215","118","13.2","2.4","331.819","20.069","15265.913","14649.613"
"1","27","9","473","156","15.8","3.7","641.852","29.362","28272.723","27211.939"
"1","27","10","697","136","18.4","5.1","787.774","33.327","34005.738","32709.096"
"1","27","11","691","147","18.5","3.7","702.985","34.314","30076.646","28944.285"
"1","27","12","579","186","18.7","2.4","533.001","32.542","22707.475","21852.271"
"1","27","13","424","209","18.8","1","347.243","30.235","14475.798","13882.446"
"1","27","14","350","179","17.8","2.2","199.784","22.397","8088.686","7663.792"
"1","27","15","306","102","16.7","3.4","100.207","17.921","3938.398","3606.706"
"1","27","16","70","38","15.7","4.6","37.227","15.235","1580.62","1296.171"
"1","27","17","0","0","15.3","4.3","0","15.3","0","0"
"1","27","18","0","0","15","3.9","0","15","0","0"
"1","27","19","0","0","14.6","3.6","0","14.6","0","0"
"1","27","20","0","0","13.6","2.4","0","13.6","0","0"
"1","27","21","0","0","12.6","1.2","0","12.6","0","0"
"1","27","22","0","0","11.6","0","0","11.6","0","0"
"1","27","23","0","0","11.5","1","0","11.5","0","0"
"1","28","0","0","0","11.3","2.1","0","11.3","0","0"
"1","28","1","0","0","11.2","3.1","0","11.2","0","0"
"1","28","2","0","0","11.6","3.1","0","11.6","0","0"
"1","28","3","0","0","11.9","3.1","0","11.9","0","0"
"1","28","4","0","0","12.3","3.1","0","12.3","0","0"
"1","28","5","0","0","12.3","3.1","0","12.3","0","0"
"1","28","6","0","1","12.6","3.3","0.802","10.896","38.47","0"
"1","28","7","164","46","13","3.6","170.41","15.294","7992.397","7569.811"
"1","28","8","466","100","14.3","2.7","528.402","26.148","23625.281","22737.76"
"1","28","9","676","107","15.5","1.9","781.565","36.352","33269.297","32004.318"
"1","28","10","798","98","16.8","1","830.577","43.417","34080.625","32780.738"
"1","28","11","833","95","17.3","1.7","756.807","39.051","31607.119","30412.129"
"1","28","12","814","101","17.8","2.4","603.33","33.537","25469.006","24514.672"
"1","28","13","746","110","18.3","3.1","400.686","27.707","16446.227","15794.782"
"1","28","14","714","87","17.8","2.9","190.311","21.86","6620.024","6229.576"
"1","28","15","553","73","17.3","2.8","57.679","17.553","1345.712","1065.743"
"1","28","16","174","39","16.8","2.6","50.926","16.495","1948.876","1657.32"
"1","28","17","0","0","14.9","2.4","0","14.9","0","0"
"1","28","18","0","0","12.9","2.3","0","12.9","0","0"
"1","28","19","0","0","11","2.1","0","11","0","0"
"1","28","20","0","0","10.5","2.3","0","10.5","0","0"
"1","28","21","0","0","10.1","2.4","0","10.1","0","0"
"1","28","22","0","0","9.6","2.6","0","9.6","0","0"
"1","28","23","0","0","9.4","2.9","0","9.4","0","0"
"1","29","0","0","0","9.1","3.3","0","9.1","0","0"
"1","29","1","0","0","8.9","3.6","0","8.9","0","0"
"1","29","2","0","0","8.7","3.6","0","8.7","0","0"
"1","29","3","0","0","8.5","3.6","0","8.5","0","0"
"1","29","4","0","0","8.3","3.6","0","8.3","0","0"
"1","29","5","0","0","8.6","3.6","0","8.6","0","0"
"1","29","6","0","1","9","3.6","0.802","7.289","39.082","0"
"1","29","7","84","48","9.3","3.6","118.386","10.349","5680.87","5311.607"
"1","29","8","311","112","11.9","3.6","403.463","19.798","18583.299","17865.586"
"1","29","9","408","163","14.5","3.6","591.655","27.249","26328.078","25341.748"
"1","29","10","435","208","17.1","3.6","628.217","31.031","27434.568","26406.219"
"1","29","11","567","196","17","3.8","650.829","31.242","28288.957","27227.541"
"1","29","12","705","139","16.9","3.9","575.441","29.441","24837.227","23906.072"
"1","29","13","762","100","16.8","4.1","401.203","25.247","16641.373","15984.019"
"1","29","14","721","83","16.3","4.1","193.807","19.886","6820.123","6425.076"
"1","29","15","534","78","15.8","4.1","67.122","16.167","1810.387","1521.516"
"1","29","16","171","40","15.3","4.1","52.488","15.069","2032.672","1739.486"
"1","29","17","0","0","14.4","3.4","0","14.4","0","0"
"1","29","18","0","0","13.4","2.8","0","13.4","0","0"
"1","29","19","0","0","12.5","2.1","0","12.5","0","0"
"1","29","20","0","0","12.3","2.8","0","12.3","0","0"
"1","29","21","0","0","12.2","3.4","0","12.2","0","0"
"1","29","22","0","0","12","4.1","0","12","0","0"
"1","29","23","0","0","11.5","3.2","0","11.5","0","0"
"1","30","0","0","0","11","2.4","0","11","0","0"
"1","30","1","0","0","10.5","1.5","0","10.5","0","0"
"1","30","2","0","0","10","1.3","0","10","0","0"
"1","30","3","0","0","9.6","1.2","0","9.6","0","0"
"1","30","4","0","0","9.1","1","0","9.1","0","0"
"1","30","5","0","0","9.2","1","0","9.2","0","0"
"1","30","6","0","1","9.2","1","0.802","6.564","39.205","0"
"1","30","7","32","47","9.3","1","74.69","9.191","3605.76","3280.983"
"1","30","8","124","126","11.6","2.2","255.621","16.759","11942.043","11419.148"
"1","30","9","80","213","14","3.4","294.448","19.853","13567.77","13000.217"
"1","30","10","66","250","16.3","4.6","296.942","21.541","13574.409","13006.67"
"1","30","11","70","279","16.3","5.6","305.363","21.101","13975.433","13396.373"
"1","30","12","70","278","16.4","6.7","277.359","20.231","12707.879","12164.192"
"1","30","13","47","258","16.4","7.7","223.838","19.055","10266.367","9787.446"
"1","30","14","230","205","16.3","7.2","204.838","18.72","8812.722","8370.257"
"1","30","15","356","107","16.1","6.7","87.594","16.673","3187.136","2870.946"
"1","30","16","165","41","16","6.2","53.743","15.873","2090.71","1796.391"
"1","30","17","0","0","15.7","5.3","0","15.7","0","0"
